severity,graphicId,displayName,usage,maps,impact,category,semanticSuggested,semanticConfidence,visualCategory,visualConfidence,familySupport,neighborSupport,remasterEligible,remasterPriority,hasPreview,classicAssetPath,sourceTexturePath,sourceExt,sourceExists,sourceLoadsAsTexture,cropValid,cropInsideTexture,fallbackCandidates,issues,classificationReason,remasterReason
"OK",14285,"GRH 14285 (tex_5082.png)",900,5,1025,"Dirt","Dirt",0.940,"Dirt",1.000,1.000,1.000,1,964,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_14285.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5082.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",14281,"GRH 14281 (tex_5082.png)",895,5,1020,"Dirt","Dirt",0.940,"Dirt",1.000,1.000,1.000,1,959,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_14281.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5082.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",59613,"GRH 59613 (tex_5023.png)",642,15,1017,"Transition","Transition",0.880,"Other",0.340,0.000,1.000,1,895,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_59613.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5023.png",".png",1,1,1,1,1,"","Semántica: categoría inferida por contexto fuerte de familia/vecinos.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",14278,"GRH 14278 (tex_5082.png)",890,5,1015,"Dirt","Dirt",0.940,"Dirt",1.000,1.000,1.000,1,954,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_14278.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5082.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",14280,"GRH 14280 (tex_5082.png)",875,5,1000,"Dirt","Dirt",0.940,"Dirt",1.000,1.000,1.000,1,940,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_14280.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5082.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6334,"GRH 6334 (tex_6215.png)",671,13,996,"Grass","Grass",0.953,"Grass",1.000,0.561,0.667,1,950,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6334.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",14277,"GRH 14277 (tex_5082.png)",825,5,950,"Dirt","Dirt",0.940,"Dirt",1.000,1.000,1.000,1,893,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_14277.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5082.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",14276,"GRH 14276 (tex_5082.png)",795,5,920,"Dirt","Dirt",0.940,"Dirt",1.000,1.000,1.000,1,865,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_14276.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5082.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",14283,"GRH 14283 (tex_5082.png)",760,5,885,"Dirt","Dirt",0.940,"Dirt",1.000,1.000,1.000,1,832,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_14283.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5082.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",8683,"GRH 8683 (tex_2.png)",858,1,883,"Unclassified","Other",0.450,"Other",0.340,0.000,0.000,0,0,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_8683.asset","Assets/Resources/AOMigrator/WorldV07/Textures/tex_2.png",".png",1,1,1,1,1,"","Semántica: evidencia contextual insuficiente; mantener como Other.","Excluir: técnico/Other/Unclassified."
"OK",49554,"GRH 49554 (tex_5068_padded.asset)",680,8,880,"Dirt","Dirt",0.940,"Dirt",1.000,0.863,1.000,1,827,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_49554.asset","Assets/AOMigrator/MapVisualV063/Generated/PaddedTextures/tex_5068_padded.asset",".asset",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",14279,"GRH 14279 (tex_5082.png)",740,5,865,"Dirt","Dirt",0.940,"Dirt",1.000,1.000,1.000,1,813,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_14279.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5082.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",49551,"GRH 49551 (tex_5068_padded.asset)",643,8,843,"Dirt","Dirt",0.940,"Dirt",1.000,0.863,1.000,1,792,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_49551.asset","Assets/AOMigrator/MapVisualV063/Generated/PaddedTextures/tex_5068_padded.asset",".asset",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",14275,"GRH 14275 (tex_5082.png)",680,5,805,"Dirt","Dirt",0.940,"Dirt",1.000,1.000,1.000,1,757,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_14275.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5082.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6332,"GRH 6332 (tex_6215.png)",392,12,692,"Grass","Grass",0.960,"Grass",1.000,0.561,0.750,1,664,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6332.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6335,"GRH 6335 (tex_6215.png)",388,12,688,"Grass","Grass",0.960,"Grass",1.000,0.561,0.750,1,660,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6335.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6325,"GRH 6325 (tex_6215.png)",376,12,676,"Dirt","Dirt",0.910,"Dirt",1.000,0.561,0.750,1,615,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6325.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6324,"GRH 6324 (tex_6215.png)",372,12,672,"Dirt","Dirt",0.910,"Dirt",1.000,0.561,0.750,1,612,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6324.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6326,"GRH 6326 (tex_6215.png)",360,12,660,"Dirt","Dirt",0.910,"Dirt",1.000,0.561,0.750,1,601,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6326.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6329,"GRH 6329 (tex_6215.png)",358,12,658,"Dirt","Dirt",0.910,"Dirt",1.000,0.561,0.750,1,599,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6329.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6323,"GRH 6323 (tex_6215.png)",354,12,654,"Grass","Grass",0.960,"Grass",1.000,0.561,0.750,1,628,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6323.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6328,"GRH 6328 (tex_6215.png)",354,12,654,"Dirt","Dirt",0.910,"Dirt",1.000,0.561,0.750,1,595,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6328.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6321,"GRH 6321 (tex_6215.png)",378,11,653,"Grass","Grass",0.960,"Grass",1.000,0.561,0.750,1,627,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6321.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6330,"GRH 6330 (tex_6215.png)",349,12,649,"Dirt","Dirt",0.910,"Dirt",1.000,0.561,0.750,1,591,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6330.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6327,"GRH 6327 (tex_6215.png)",346,12,646,"Dirt","Dirt",0.910,"Dirt",1.000,0.561,0.750,1,588,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6327.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6320,"GRH 6320 (tex_6215.png)",365,11,640,"Grass","Grass",0.960,"Grass",1.000,0.561,0.750,1,614,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6320.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6331,"GRH 6331 (tex_6215.png)",337,12,637,"Dirt","Dirt",0.910,"Dirt",1.000,0.561,0.750,1,580,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6331.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",61266,"GRH 61266 (tex_5087.png)",362,11,637,"Grass","Grass",0.970,"Grass",1.000,0.624,1.000,1,618,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61266.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6322,"GRH 6322 (tex_6215.png)",358,11,633,"Grass","Grass",0.960,"Grass",1.000,0.561,0.750,1,608,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6322.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",61262,"GRH 61262 (tex_5087.png)",358,11,633,"Grass","Grass",0.970,"Grass",1.000,0.624,1.000,1,614,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61262.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",61270,"GRH 61270 (tex_5087.png)",348,11,623,"Grass","Grass",0.970,"Grass",1.000,0.624,1.000,1,604,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61270.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",61274,"GRH 61274 (tex_5087.png)",345,11,620,"Grass","Grass",0.970,"Grass",1.000,0.624,1.000,1,601,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61274.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",1236,"GRH 1236 (tex_5133.png)",563,2,613,"Floor","Floor",0.920,"Floor",1.000,0.967,1.000,1,564,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_1236.asset","Assets/Resources/AOMigrator/WorldV07/Textures/tex_5133.png",".png",1,1,1,1,1,"","Semántica: piso por familia/vecinos + uso concentrado en pocos mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",1239,"GRH 1239 (tex_5133.png)",553,2,603,"Floor","Floor",0.920,"Floor",1.000,0.967,1.000,1,555,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_1239.asset","Assets/Resources/AOMigrator/WorldV07/Textures/tex_5133.png",".png",1,1,1,1,1,"","Semántica: piso por familia/vecinos + uso concentrado en pocos mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",61265,"GRH 61265 (tex_5087.png)",322,11,597,"Grass","Grass",0.970,"Grass",1.000,0.624,1.000,1,579,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61265.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",61261,"GRH 61261 (tex_5087.png)",319,11,594,"Grass","Grass",0.970,"Grass",1.000,0.624,1.000,1,576,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61261.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
